Zeith Metaplast.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9823900537,1
ALF Engineering Pvt Ltd.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9325094211,1
legrand,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9325141173,1
Indian Oil Corporation Limited,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9920565601,1
Empire foods and spices Ltd. (Ram Bandhu),6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2532472006,1
Anand Agro Group.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7774009349,1
Tulip Holidays,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9423968868,1
Sakal Newspaper,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9922920348,1
Sipre Engineering,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,6610699,1
Ganson Limited,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2532383352,1
CEAT,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2536625717,1
Sambe Nashik.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2532387741,1
Sercon Nashik.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9850077618,1
CG powers,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2532301112,1
Beico ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9867552620,1
Zeith Metaplast,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9823900537,1
Aptech Nashik ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9425013729,1
 Kirloskar,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9689017779,1
Sahyadri Hospital,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,8390212994,1
WNS,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9921391338,1
Sambe Nashik.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2532387741,1
ICICI Prudential funds,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7767979937,1
GSK,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7030044644,1
Mylan,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9552581771,1
Innova Rubbers,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9921188858,1
Mahindra Finance.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9881096379,1
Bajaj Alliance,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7757026095,1
Pelicans India.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9923004833,1
Samsonite,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9881096316,1
Apollo Hospital,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9561397111,1
Save the Children. ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7083571441,1
Mr. Kazi,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2536620601,1
 Mr. Aabid Khan,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7378634212,1
NDMVP Trust and college.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9822668511,1
Lucy Electric India,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2532381603,1
Thyssenkrup (Rothe Erde),6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,8669653537,1
Brosil Klasspack,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,0253 238 2404,1
Netwin Infosolutions,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9975140094,1
Blue cross ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,6663700,1
 RMC India,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,097644 44901,1
Reliable Industries.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2536689256,1
 Jyoti Chemicals Nashik.,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,0253 238 2543,1
 Kimplas Piping (Norma group) ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,99700619932,1
TJSB bank. ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,7039000612,1
Central Bank of India,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9921681801,1
Union Bank of India ,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,9525478799,1
Bisleri,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,8411970713,1
Glenmark,6,Address,38,Maharashtra,Nashik,India,422001,Nashik-Executive,nashik@gmail.com,,,2536613999,1
