Teekay Shipping (India) Pvt. Ltd.,6,"4th Floor, Metro House, Mahatma Gandhi Road, New Marine Lines, Marine Lines, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400020,316,jamnagar@gmail.com,,,1111111111,1
AMI Manning Services pvt ltd,6,"VI, 95 Maker Chambers, Nariman Point, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
Pacific Shipping Private Limited,6,"132-c, Mittal Court, Nariman Point, Nariman Point, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
Executive Ship Management Private Limited,6,"2nd Floor, Sai Commercial Annexee,, B.K.S. Devshi Marg,Govandi Station Road, Govandi (East),, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400088,316,jamnagar@gmail.com,,,1111111111,1
Thome Shipping India Pvt. ltd,6,"341 & 342, 4th Floor, Solitaire III, Solitaire Corporate Park, Andheri - Kurla Rd, Chakala, Andheri East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400093,316,jamnagar@gmail.com,,,1111111111,1
M.A. SHIP MANAGEMENT PVT . LTD,6," OFFICE NO.9 MONA SHOPPING CENTER, JP Rd, near NAVRANG CINEMA, ANDHERI (W, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400058,316,jamnagar@gmail.com,,,1111111111,1
Prathamesh Shipping Agency,6,"Room No. 1, 1st Floor, Goa Mansion, Dr. Sundarlal Marg, Fort, Mumbai ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
The Great Eastern Shipping Company Ltd.,6,"Ocean House, 134/A, B Wing, BDD Chawls Worli, Worli, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400018,316,jamnagar@gmail.com,,,1111111111,1
Herald Maritime Services Private Limited,6,"317/318, Dalamal Tower Free Press Journal Road Church Gate, Nariman Point, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
V.Ships India Pvt. Ltd.,6,"Windsor Corporate Park, Best Colony Road, Oshiwara, Mhada Colony, Goregaon West, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400102,316,jamnagar@gmail.com,,,1111111111,1
Ship Services India,6,"Room No 5, Gound Floor, Shayadri Niwas Building, De Meisheri Road, Noor Baug, Noor Baug, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400009,316,jamnagar@gmail.com,,,1111111111,1
Vertitide Ship Management Pvt. Ltd,6,"412 Nav Vyapar Bhavan, PD Mello Road, Masjid East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400009,316,jamnagar@gmail.com,,,1111111111,1
Mitsui O.S.K. Lines Maritime India Pvt. Ltd,6,"Unit No. 52, Kalpataru Square, Kondivita Lane, Next to Hotel Vits Off. Andheri Kurla Road, Andheri East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400059,316,jamnagar@gmail.com,,,1111111111,1
Native Marine Services Private Limited,6,"Abhay Steel House, 104, Baroda Street, Masjid Bandar, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400009,316,jamnagar@gmail.com,,,1111111111,1
Elegant Marine Services Private Limited,6,"601/A, Elegant Business Park, Off, Andheri - Kurla Rd, near Kohinoor Continental Hotel, Andheri East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400059,316,jamnagar@gmail.com,,,1111111111,1
Fleet Management India Private Limited,6,"4th Floor, 401/A, Elegant Business Park, Off, Andheri - Kurla Rd, near Kohinoor Continental Hotel, Andheri East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400059,316,jamnagar@gmail.com,,,1111111111,1
The Shipping Corporation of India Ltd.,6,"Shipping House, 245, Madame Cama Rd, Nariman Point, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
Qatar Shipping Company,6,"Qatar Shipping Company (India) Pvt. Ltd., Unit No 12, Ground Floor, B-Wing, Western Edge – II, Western Express Highway, Borivali (East), Mumbai ",24,Maharashtra,Mumbai,110,400 066 ,316,jamnagar@gmail.com,,,1111111111,1
Sadhav Shipping Ltd,6,"618, Laxmi Plaza, New Link Road, Andheri(W), Mumbai - 400053, SAB TV Rd, Suresh Nagar, Andheri West, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400102,316,jamnagar@gmail.com,,,1111111111,1
Five Stars Shipping Company Pvt. Ltd,6,"Brady Gladys Plaza, Unit 3, 1, 447, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400013,316,jamnagar@gmail.com,,,1111111111,1
Faredeal Shipping Agencies(Mumbai) Pvt Ltd,6,"501, Swastik Disa Corporate Park, Opp Shreyas Cinema, Ghatkopar (West), Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400086,316,jamnagar@gmail.com,,,1111111111,1
Zim Integrated Shipping Services India Pvt Ltd,6,"3rd Floor, Raheja Centre Point, Near Mumbai University, Santacruz East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400098,316,jamnagar@gmail.com,,,1111111111,1
Swati Shipping Services,6,"59, Kakal Building, Office No-29, 2nd Floor, Sundarlal Bahal path, Goa St, near G.P.O, Ballard Estate, Fort, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
K Line Ship Management Co. Ltd.,6,"301, Durolite House, 3rd Floor, Plot No. C-1, Opp. Laxmi Industrial Estate, New Link Road, Andheri (W), Mumbai - 400 053, Off New Link Road, Andheri West, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400102,316,jamnagar@gmail.com,,,1111111111,1
Shezad Shipping Services,6,"2nd Floor, Room No. 36, Bhupat Bhuvan, Vaju Kotak Marg, Ballard Estate, Fort, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
MSI Shipping Services India Private Limited,6,"Remi Bizcourt, ""C"" Wing, C-704, 7th Floor, Plot No. 09, Shah Industrial Estate, Off Veera Desai Rd, Andheri West, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400053,316,jamnagar@gmail.com,,,1111111111,1
Swan Shipping Co Private Limited,6,"215/219, 2nd Floor, Rex Chamber, Walchand Hirachand Marg, Ballard Estate, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Navig8 Ship Management,6,"302, A, B And, C, 3Rd Floor, Prime Corporate Park, Sahar Road, Near Int. Airport, Opp, Jet Airways Office, Andheri East, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400099,316,jamnagar@gmail.com,,,1111111111,1
Beta-Lines Shipping Mumbai Private Limited,6,"8/10, Liladhar Building, Ground Floor, Bora Bazar St, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Jubilant Ship Management Pvt. Ltd.,6,"nit No 102-A ,Morya BlueMoon, In Monginis Factory Lane, Andheri Link Rd, opposite City Mall, Andheri West, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400053,316,jamnagar@gmail.com,,,1111111111,1
Global Shipping Pvt Ltd,6," 6th Floor Dheeraj Chamber, Murzban Rd, Fort, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Navbharat Shipping India Ltd,6," D501 Gundecha Onclave, Khairani Road Sakinaka, Andheri East, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400072,316,jamnagar@gmail.com,,,1111111111,1
GALLEON SHIPPING LTD,6,"Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400051,316,jamnagar@gmail.com,,,1111111111,1
Pacific Shipping Private Limited,6,"132-c, Mittal Court, Nariman Point, Nariman Point, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
Wilhelmsen Ship Management India Pvt. Ltd.,6,"Apple Heritage, 31/32 Plot No, 54-C, Sir Mathuradas Vasanji Rd, Andheri East, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400093,316,jamnagar@gmail.com,,,1111111111,1
Arch Shipping Services,6,"609, Jolly Bhavan No 1, 10, New Marine Lines, New Marine Lines, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400020,316,jamnagar@gmail.com,,,1111111111,1
Tolani Shipping Company,6,"Bakhtawar, 10/ A, Nariman Point, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
SH SHIPPING MANAGEMENT COMPANY,6,"Centre For Social Transformation, Shaheen apartments, 1-B, 3rd floor 132, Modi St, Fort, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Sai Shipping Co. Pvt. Ltd.,6,"1109, Embassy Centre, Nariman Point, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
Marnavi Shipping Management,6,"1109, Embassy Centre, Nariman Point, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
Cargoways Shipping Pvt. Ltd.,6," Elphinstone Building, 203, 17, Murzban Rd, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Paramount Shipping Agency,6,"25, 2nd Floor, Nafees Chamber, 121-123, Modi Street, Fort, Fort, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Mask Shipping Pvt Ltd,6,"Engineer Building, S B Road, Fort, Fort, Mumbai, Maharashtra",24,Maharashtra,Mumbai,110,400001,316,jamnagar@gmail.com,,,1111111111,1
Thakkar Shipping Agency Private Limited,6,"53, Abhishek Building, 5th Floor, 303/307, Samuel St, Masjid Bandar West, Masjid Bandar, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400003,316,jamnagar@gmail.com,,,1111111111,1
Geepee Shipping Agencies Pvt. Ltd,6,"No. 1003, Dalamal House, 206 Nariman Point,, Mumbai, Maharashtra ",24,Maharashtra,Mumbai,110,400021,316,jamnagar@gmail.com,,,1111111111,1
